"data";"tipoCombustivel";"precoMedio"
"2009-01-26";"Biodiesel B15";"0,8776 €"
"2009-01-27";"Biodiesel B15";"0,8759 €"
"2009-01-28";"Biodiesel B15";"0,8759 €"
"2009-01-29";"Biodiesel B15";"0,8734 €"
"2009-01-30";"Biodiesel B15";"0,8734 €"
"2009-01-31";"Biodiesel B15";"0,8734 €"
"2009-02-01";"Biodiesel B15";"0,8734 €"
"2009-02-02";"Biodiesel B15";"0,8734 €"
"2009-02-03";"Biodiesel B15";"0,8734 €"
"2009-02-04";"Biodiesel B15";"0,8720 €"
"2009-02-05";"Biodiesel B15";"0,8661 €"
"2009-02-06";"Biodiesel B15";"0,8661 €"
"2009-02-07";"Biodiesel B15";"0,8661 €"
"2009-02-08";"Biodiesel B15";"0,8661 €"
"2009-02-09";"Biodiesel B15";"0,8661 €"
"2009-02-10";"Biodiesel B15";"0,8661 €"
"2009-02-11";"Biodiesel B15";"0,8661 €"
"2009-02-12";"Biodiesel B15";"0,8675 €"
"2009-02-13";"Biodiesel B15";"0,8587 €"
"2009-02-14";"Biodiesel B15";"0,8587 €"
"2009-02-15";"Biodiesel B15";"0,8587 €"
"2009-02-16";"Biodiesel B15";"0,8587 €"
"2009-02-17";"Biodiesel B15";"0,8587 €"
"2009-02-18";"Biodiesel B15";"0,8587 €"
"2009-02-19";"Biodiesel B15";"0,8503 €"
"2009-02-20";"Biodiesel B15";"0,8503 €"
"2009-02-21";"Biodiesel B15";"0,8503 €"
"2009-02-22";"Biodiesel B15";"0,8503 €"
"2009-02-23";"Biodiesel B15";"0,8503 €"
"2009-02-24";"Biodiesel B15";"0,8503 €"
"2009-02-25";"Biodiesel B15";"0,8503 €"
"2009-02-26";"Biodiesel B15";"0,8269 €"
"2009-02-27";"Biodiesel B15";"0,8235 €"
"2009-02-28";"Biodiesel B15";"0,8235 €"
"2009-03-01";"Biodiesel B15";"0,8235 €"
"2009-03-02";"Biodiesel B15";"0,8235 €"
"2009-03-03";"Biodiesel B15";"0,8235 €"
"2009-03-04";"Biodiesel B15";"0,8235 €"
"2009-03-05";"Biodiesel B15";"0,8215 €"
"2009-03-06";"Biodiesel B15";"0,8215 €"
"2009-03-07";"Biodiesel B15";"0,8215 €"
"2009-03-08";"Biodiesel B15";"0,8215 €"
"2009-03-09";"Biodiesel B15";"0,8215 €"
"2009-03-10";"Biodiesel B15";"0,8215 €"
"2009-03-11";"Biodiesel B15";"0,8222 €"
"2009-03-12";"Biodiesel B15";"0,8264 €"
"2009-03-13";"Biodiesel B15";"0,8264 €"
"2009-03-14";"Biodiesel B15";"0,8264 €"
"2009-03-15";"Biodiesel B15";"0,8264 €"
"2009-03-16";"Biodiesel B15";"0,8264 €"
"2009-03-17";"Biodiesel B15";"0,8264 €"
"2009-03-18";"Biodiesel B15";"0,8264 €"
"2009-03-19";"Biodiesel B15";"0,8266 €"
"2009-03-20";"Biodiesel B15";"0,8266 €"
"2009-03-21";"Biodiesel B15";"0,8266 €"
"2009-03-22";"Biodiesel B15";"0,8266 €"
"2009-03-23";"Biodiesel B15";"0,8266 €"
"2009-03-24";"Biodiesel B15";"0,8266 €"
"2009-03-25";"Biodiesel B15";"0,8266 €"
"2009-03-26";"Biodiesel B15";"0,8282 €"
"2009-03-27";"Biodiesel B15";"0,8285 €"
"2009-03-28";"Biodiesel B15";"0,8285 €"
"2009-03-29";"Biodiesel B15";"0,8285 €"
"2009-03-30";"Biodiesel B15";"0,8285 €"
"2009-03-31";"Biodiesel B15";"0,8285 €"
"2009-04-01";"Biodiesel B15";"0,8285 €"
"2009-04-02";"Biodiesel B15";"0,8650 €"
"2009-04-03";"Biodiesel B15";"0,8650 €"
"2009-04-04";"Biodiesel B15";"0,8650 €"
"2009-04-05";"Biodiesel B15";"0,8650 €"
"2009-04-06";"Biodiesel B15";"0,8650 €"
"2009-04-07";"Biodiesel B15";"0,8652 €"
"2009-04-08";"Biodiesel B15";"0,8652 €"
"2009-04-09";"Biodiesel B15";"0,8652 €"
"2009-04-10";"Biodiesel B15";"0,8652 €"
"2009-04-11";"Biodiesel B15";"0,8652 €"
"2009-04-12";"Biodiesel B15";"0,8652 €"
"2009-04-13";"Biodiesel B15";"0,8652 €"
"2009-04-14";"Biodiesel B15";"0,8690 €"
"2009-04-15";"Biodiesel B15";"0,8714 €"
"2009-04-16";"Biodiesel B15";"0,8742 €"
"2009-04-17";"Biodiesel B15";"0,8742 €"
"2009-04-18";"Biodiesel B15";"0,8742 €"
"2009-04-19";"Biodiesel B15";"0,8742 €"
"2009-04-20";"Biodiesel B15";"0,8790 €"
"2009-04-21";"Biodiesel B15";"0,8790 €"
"2009-04-22";"Biodiesel B15";"0,8790 €"
"2009-04-23";"Biodiesel B15";"0,8865 €"
"2009-04-24";"Biodiesel B15";"0,8865 €"
"2009-04-25";"Biodiesel B15";"0,8865 €"
"2009-04-26";"Biodiesel B15";"0,8865 €"
"2009-04-27";"Biodiesel B15";"0,8865 €"
"2009-04-28";"Biodiesel B15";"0,8865 €"
"2009-04-29";"Biodiesel B15";"0,8865 €"
"2009-04-30";"Biodiesel B15";"0,8845 €"
"2009-05-01";"Biodiesel B15";"0,8845 €"
"2009-05-02";"Biodiesel B15";"0,8845 €"
"2009-05-03";"Biodiesel B15";"0,8845 €"
"2009-05-04";"Biodiesel B15";"0,8845 €"
"2009-05-05";"Biodiesel B15";"0,8845 €"
"2009-05-06";"Biodiesel B15";"0,8800 €"
"2009-05-07";"Biodiesel B15";"0,8760 €"
"2009-05-08";"Biodiesel B15";"0,8760 €"
"2009-05-09";"Biodiesel B15";"0,8760 €"
"2009-05-10";"Biodiesel B15";"0,8760 €"
"2009-05-11";"Biodiesel B15";"0,8760 €"
"2009-05-12";"Biodiesel B15";"0,8760 €"
"2009-05-13";"Biodiesel B15";"0,8808 €"
"2009-05-14";"Biodiesel B15";"0,8888 €"
"2009-05-15";"Biodiesel B15";"0,8888 €"
"2009-05-16";"Biodiesel B15";"0,8888 €"
"2009-05-17";"Biodiesel B15";"0,8888 €"
"2009-05-18";"Biodiesel B15";"0,8888 €"
"2009-05-19";"Biodiesel B15";"0,8942 €"
"2009-05-20";"Biodiesel B15";"0,8942 €"
"2009-05-21";"Biodiesel B15";"0,8942 €"
"2009-05-22";"Biodiesel B15";"0,8942 €"
"2009-05-23";"Biodiesel B15";"0,8942 €"
"2009-05-24";"Biodiesel B15";"0,8942 €"
"2009-05-25";"Biodiesel B15";"0,8942 €"
"2009-05-26";"Biodiesel B15";"0,8942 €"
"2009-05-27";"Biodiesel B15";"0,8942 €"
"2009-05-28";"Biodiesel B15";"0,8937 €"
"2009-05-29";"Biodiesel B15";"0,8937 €"
"2009-05-30";"Biodiesel B15";"0,8937 €"
"2009-05-31";"Biodiesel B15";"0,8937 €"
"2009-06-01";"Biodiesel B15";"0,8937 €"
"2009-06-02";"Biodiesel B15";"0,8937 €"
"2009-06-03";"Biodiesel B15";"0,8939 €"
"2009-06-04";"Biodiesel B15";"0,8950 €"
"2009-06-05";"Biodiesel B15";"0,8959 €"
"2009-06-06";"Biodiesel B15";"0,8959 €"
"2009-06-07";"Biodiesel B15";"0,8959 €"
"2009-06-08";"Biodiesel B15";"0,9016 €"
"2009-06-09";"Biodiesel B15";"0,9016 €"
"2009-06-10";"Biodiesel B15";"0,9184 €"
"2009-06-11";"Biodiesel B15";"0,9184 €"
"2009-06-12";"Biodiesel B15";"0,9279 €"
"2009-06-13";"Biodiesel B15";"0,9279 €"
"2009-06-14";"Biodiesel B15";"0,9279 €"
"2009-06-15";"Biodiesel B15";"0,9303 €"
"2009-06-16";"Biodiesel B15";"0,9303 €"
"2009-06-17";"Biodiesel B15";"0,9351 €"
"2009-06-18";"Biodiesel B15";"0,9433 €"
"2009-06-19";"Biodiesel B15";"0,9433 €"
"2009-06-20";"Biodiesel B15";"0,9433 €"
"2009-06-21";"Biodiesel B15";"0,9433 €"
"2009-06-22";"Biodiesel B15";"0,9433 €"
"2009-06-23";"Biodiesel B15";"0,9438 €"
"2009-06-24";"Biodiesel B15";"0,9510 €"
"2009-06-25";"Biodiesel B15";"0,9578 €"
"2009-06-26";"Biodiesel B15";"0,9578 €"
"2009-06-27";"Biodiesel B15";"0,9578 €"
"2009-06-28";"Biodiesel B15";"0,9578 €"
"2009-06-29";"Biodiesel B15";"0,9578 €"
"2009-06-30";"Biodiesel B15";"0,9578 €"
"2009-07-01";"Biodiesel B15";"0,9531 €"
"2009-07-02";"Biodiesel B15";"0,9469 €"
"2009-07-03";"Biodiesel B15";"0,9469 €"
"2009-07-04";"Biodiesel B15";"0,9465 €"
"2009-07-05";"Biodiesel B15";"0,9465 €"
"2009-07-06";"Biodiesel B15";"0,9465 €"
"2009-07-07";"Biodiesel B15";"0,9441 €"
"2009-07-08";"Biodiesel B15";"0,9441 €"
"2009-07-09";"Biodiesel B15";"0,9397 €"
"2009-07-10";"Biodiesel B15";"0,9364 €"
"2009-07-11";"Biodiesel B15";"0,9364 €"
"2009-07-12";"Biodiesel B15";"0,9364 €"
"2009-07-13";"Biodiesel B15";"0,9364 €"
"2009-07-14";"Biodiesel B15";"0,9364 €"
"2009-07-15";"Biodiesel B15";"0,9278 €"
"2009-07-16";"Biodiesel B15";"0,9168 €"
"2009-07-17";"Biodiesel B15";"0,9173 €"
"2009-07-18";"Biodiesel B15";"0,9173 €"
"2009-07-19";"Biodiesel B15";"0,9173 €"
"2009-07-20";"Biodiesel B15";"0,9173 €"
"2009-07-21";"Biodiesel B15";"0,9126 €"
"2009-07-22";"Biodiesel B15";"0,9126 €"
"2009-07-23";"Biodiesel B15";"0,9074 €"
"2009-07-24";"Biodiesel B15";"0,9074 €"
"2009-07-25";"Biodiesel B15";"0,9074 €"
"2009-07-26";"Biodiesel B15";"0,9074 €"
"2009-07-27";"Biodiesel B15";"0,9074 €"
"2009-07-28";"Biodiesel B15";"0,9159 €"
"2009-07-29";"Biodiesel B15";"0,9156 €"
"2009-07-30";"Biodiesel B15";"0,9331 €"
"2009-07-31";"Biodiesel B15";"0,9331 €"
"2009-08-01";"Biodiesel B15";"0,9331 €"
"2009-08-02";"Biodiesel B15";"0,9331 €"
"2009-08-03";"Biodiesel B15";"0,9331 €"
"2009-08-04";"Biodiesel B15";"0,9331 €"
"2009-08-05";"Biodiesel B15";"0,9379 €"
"2009-08-06";"Biodiesel B15";"0,9398 €"
"2009-08-07";"Biodiesel B15";"0,9398 €"
"2009-08-08";"Biodiesel B15";"0,9398 €"
"2009-08-09";"Biodiesel B15";"0,9398 €"
"2009-08-10";"Biodiesel B15";"0,9398 €"
"2009-08-11";"Biodiesel B15";"0,9398 €"
"2009-08-12";"Biodiesel B15";"0,9398 €"
"2009-08-13";"Biodiesel B15";"0,9582 €"
"2009-08-14";"Biodiesel B15";"0,9582 €"
"2009-08-15";"Biodiesel B15";"0,9582 €"
"2009-08-16";"Biodiesel B15";"0,9582 €"
"2009-08-17";"Biodiesel B15";"0,9582 €"
"2009-08-18";"Biodiesel B15";"0,9588 €"
"2009-08-19";"Biodiesel B15";"0,9588 €"
"2009-08-20";"Biodiesel B15";"0,9601 €"
"2009-08-21";"Biodiesel B15";"0,9601 €"
"2009-08-22";"Biodiesel B15";"0,9601 €"
"2009-08-23";"Biodiesel B15";"0,9601 €"
"2009-08-24";"Biodiesel B15";"0,9601 €"
"2009-08-25";"Biodiesel B15";"0,9595 €"
"2009-08-26";"Biodiesel B15";"0,9595 €"
"2009-08-27";"Biodiesel B15";"0,9610 €"
"2009-08-28";"Biodiesel B15";"0,9610 €"
"2009-08-29";"Biodiesel B15";"0,9610 €"
"2009-08-30";"Biodiesel B15";"0,9610 €"
"2009-08-31";"Biodiesel B15";"0,9610 €"
"2009-09-01";"Biodiesel B15";"0,9610 €"
"2009-09-02";"Biodiesel B15";"0,9610 €"
"2009-09-03";"Biodiesel B15";"0,9583 €"
"2009-09-04";"Biodiesel B15";"0,9583 €"
"2009-09-05";"Biodiesel B15";"0,9583 €"
"2009-09-06";"Biodiesel B15";"0,9583 €"
"2009-09-07";"Biodiesel B15";"0,9583 €"
"2009-09-08";"Biodiesel B15";"0,9583 €"
"2009-09-09";"Biodiesel B15";"0,9583 €"
"2009-09-10";"Biodiesel B15";"0,9459 €"
"2009-09-11";"Biodiesel B15";"0,9459 €"
"2009-09-12";"Biodiesel B15";"0,9459 €"
"2009-09-13";"Biodiesel B15";"0,9459 €"
"2009-09-14";"Biodiesel B15";"0,9364 €"
"2009-09-15";"Biodiesel B15";"0,9364 €"
"2009-09-16";"Biodiesel B15";"0,9364 €"
"2009-09-17";"Biodiesel B15";"0,9316 €"
"2009-09-18";"Biodiesel B15";"0,9316 €"
"2009-09-19";"Biodiesel B15";"0,9316 €"
"2009-09-20";"Biodiesel B15";"0,9316 €"
"2009-09-21";"Biodiesel B15";"0,9245 €"
"2009-09-22";"Biodiesel B15";"0,9245 €"
"2009-09-23";"Biodiesel B15";"0,9245 €"
"2009-09-24";"Biodiesel B15";"0,9200 €"
"2009-09-25";"Biodiesel B15";"0,9200 €"
"2009-09-26";"Biodiesel B15";"0,9108 €"
"2009-09-27";"Biodiesel B15";"0,9108 €"
"2009-09-28";"Biodiesel B15";"0,9108 €"
"2009-09-29";"Biodiesel B15";"0,9199 €"
"2009-09-30";"Biodiesel B15";"0,9199 €"
"2009-10-01";"Biodiesel B15";"0,9171 €"
"2009-10-02";"Biodiesel B15";"0,9174 €"
"2009-10-03";"Biodiesel B15";"0,9174 €"
"2009-10-04";"Biodiesel B15";"0,9174 €"
"2009-10-05";"Biodiesel B15";"0,9174 €"
"2009-10-06";"Biodiesel B15";"0,9174 €"
"2009-10-07";"Biodiesel B15";"0,9171 €"
"2009-10-08";"Biodiesel B15";"0,9168 €"
"2009-10-09";"Biodiesel B15";"0,9168 €"
"2009-10-10";"Biodiesel B15";"0,9168 €"
"2009-10-11";"Biodiesel B15";"0,9168 €"
"2009-10-12";"Biodiesel B15";"0,9168 €"
"2009-10-13";"Biodiesel B15";"0,9168 €"
"2009-10-14";"Biodiesel B15";"0,9191 €"
"2009-10-15";"Biodiesel B15";"0,9154 €"
"2009-10-16";"Biodiesel B15";"0,9154 €"
"2009-10-17";"Biodiesel B15";"0,9154 €"
"2009-10-18";"Biodiesel B15";"0,9154 €"
"2009-10-19";"Biodiesel B15";"0,9154 €"
"2009-10-20";"Biodiesel B15";"0,9154 €"
"2009-10-21";"Biodiesel B15";"0,9248 €"
"2009-10-22";"Biodiesel B15";"0,9289 €"
"2009-10-23";"Biodiesel B15";"0,9313 €"
"2009-10-24";"Biodiesel B15";"0,9292 €"
"2009-10-25";"Biodiesel B15";"0,9292 €"
"2009-10-26";"Biodiesel B15";"0,9292 €"
"2009-10-27";"Biodiesel B15";"0,9363 €"
"2009-10-28";"Biodiesel B15";"0,9363 €"
"2009-10-29";"Biodiesel B15";"0,9591 €"
"2009-10-30";"Biodiesel B15";"0,9591 €"
"2009-10-31";"Biodiesel B15";"0,9591 €"
"2009-11-01";"Biodiesel B15";"0,9591 €"
"2009-11-02";"Biodiesel B15";"0,9591 €"
"2009-11-03";"Biodiesel B15";"0,9591 €"
"2009-11-04";"Biodiesel B15";"0,9615 €"
"2009-11-05";"Biodiesel B15";"0,9689 €"
"2009-11-06";"Biodiesel B15";"0,9683 €"
"2009-11-07";"Biodiesel B15";"0,9683 €"
"2009-11-08";"Biodiesel B15";"0,9683 €"
"2009-11-09";"Biodiesel B15";"0,9683 €"
"2009-11-10";"Biodiesel B15";"0,9683 €"
"2009-11-11";"Biodiesel B15";"0,9688 €"
"2009-11-12";"Biodiesel B15";"0,9690 €"
"2009-11-13";"Biodiesel B15";"0,9690 €"
"2009-11-14";"Biodiesel B15";"0,9690 €"
"2009-11-15";"Biodiesel B15";"0,9690 €"
"2009-11-16";"Biodiesel B15";"0,9690 €"
"2009-11-17";"Biodiesel B15";"0,9643 €"
"2009-11-18";"Biodiesel B15";"0,9643 €"
"2009-11-19";"Biodiesel B15";"0,9639 €"
"2009-11-20";"Biodiesel B15";"0,9639 €"
"2009-11-21";"Biodiesel B15";"0,9639 €"
"2009-11-22";"Biodiesel B15";"0,9639 €"
"2009-11-23";"Biodiesel B15";"0,9639 €"
"2009-11-24";"Biodiesel B15";"0,9639 €"
"2009-11-25";"Biodiesel B15";"0,9668 €"
"2009-11-26";"Biodiesel B15";"0,9661 €"
"2009-11-27";"Biodiesel B15";"0,9661 €"
"2009-11-28";"Biodiesel B15";"0,9661 €"
"2009-11-29";"Biodiesel B15";"0,9661 €"
"2009-11-30";"Biodiesel B15";"0,9661 €"
"2009-12-01";"Biodiesel B15";"0,9661 €"
"2009-12-02";"Biodiesel B15";"0,9614 €"
"2009-12-03";"Biodiesel B15";"0,9606 €"
"2009-12-04";"Biodiesel B15";"0,9606 €"
"2009-12-05";"Biodiesel B15";"0,9606 €"
"2009-12-06";"Biodiesel B15";"0,9606 €"
"2009-12-07";"Biodiesel B15";"0,9610 €"
"2009-12-08";"Biodiesel B15";"0,9610 €"
"2009-12-09";"Biodiesel B15";"0,9657 €"
"2009-12-10";"Biodiesel B15";"0,9678 €"
"2009-12-11";"Biodiesel B15";"0,9678 €"
"2009-12-12";"Biodiesel B15";"0,9678 €"
"2009-12-13";"Biodiesel B15";"0,9678 €"
"2009-12-14";"Biodiesel B15";"0,9678 €"
"2009-12-15";"Biodiesel B15";"0,9678 €"
"2009-12-16";"Biodiesel B15";"0,9630 €"
"2009-12-17";"Biodiesel B15";"0,9620 €"
"2009-12-18";"Biodiesel B15";"0,9620 €"
"2009-12-19";"Biodiesel B15";"0,9540 €"
"2009-12-20";"Biodiesel B15";"0,9540 €"
"2009-12-21";"Biodiesel B15";"0,9544 €"
"2009-12-22";"Biodiesel B15";"0,9541 €"
"2009-12-23";"Biodiesel B15";"0,9541 €"
"2009-12-24";"Biodiesel B15";"0,9637 €"
"2009-12-25";"Biodiesel B15";"0,9637 €"
"2009-12-26";"Biodiesel B15";"0,9639 €"
"2009-12-27";"Biodiesel B15";"0,9639 €"
"2009-12-28";"Biodiesel B15";"0,9639 €"
"2009-12-29";"Biodiesel B15";"0,9633 €"
"2009-12-30";"Biodiesel B15";"0,9696 €"
"2009-12-31";"Biodiesel B15";"0,9719 €"
"2010-01-01";"Biodiesel B15";"0,9719 €"
"2010-01-02";"Biodiesel B15";"0,9719 €"
"2010-01-03";"Biodiesel B15";"0,9719 €"
"2010-01-04";"Biodiesel B15";"0,9719 €"
"2010-01-05";"Biodiesel B15";"0,9719 €"
"2010-01-06";"Biodiesel B15";"0,9853 €"
"2010-01-07";"Biodiesel B15";"0,9892 €"
"2010-01-08";"Biodiesel B15";"0,9846 €"
"2010-01-09";"Biodiesel B15";"0,9881 €"
"2010-01-10";"Biodiesel B15";"0,9881 €"
"2010-01-11";"Biodiesel B15";"0,9881 €"
"2010-01-12";"Biodiesel B15";"0,9882 €"
"2010-01-13";"Biodiesel B15";"0,9977 €"
"2010-01-14";"Biodiesel B15";"1,0047 €"
"2010-01-15";"Biodiesel B15";"1,0047 €"
"2010-01-16";"Biodiesel B15";"1,0047 €"
"2010-01-17";"Biodiesel B15";"1,0047 €"
"2010-01-18";"Biodiesel B15";"1,0047 €"
"2010-01-19";"Biodiesel B15";"1,0047 €"
"2010-01-20";"Biodiesel B15";"1,0047 €"
"2010-01-21";"Biodiesel B15";"1,0012 €"
"2010-01-22";"Biodiesel B15";"1,0012 €"
"2010-01-23";"Biodiesel B15";"1,0011 €"
"2010-01-24";"Biodiesel B15";"1,0011 €"
"2010-01-25";"Biodiesel B15";"1,0011 €"
"2010-01-26";"Biodiesel B15";"1,0010 €"
"2010-01-27";"Biodiesel B15";"0,9988 €"
"2010-01-28";"Biodiesel B15";"0,9977 €"
"2010-01-29";"Biodiesel B15";"1,0003 €"
"2010-01-30";"Biodiesel B15";"1,0003 €"
"2010-01-31";"Biodiesel B15";"1,0003 €"
"2010-02-01";"Biodiesel B15";"1,0002 €"
"2010-02-02";"Biodiesel B15";"1,0138 €"
"2010-02-03";"Biodiesel B15";"1,0138 €"
"2010-02-04";"Biodiesel B15";"1,0130 €"
"2010-02-05";"Biodiesel B15";"1,0130 €"
"2010-02-06";"Biodiesel B15";"1,0130 €"
"2010-02-07";"Biodiesel B15";"1,0130 €"
"2010-02-08";"Biodiesel B15";"1,0269 €"
"2010-02-09";"Biodiesel B15";"1,0349 €"
"2010-02-10";"Biodiesel B15";"1,0349 €"
"2010-02-11";"Biodiesel B15";"1,0349 €"
"2010-02-12";"Biodiesel B15";"1,0349 €"
"2010-02-13";"Biodiesel B15";"1,0349 €"
"2010-02-14";"Biodiesel B15";"1,0349 €"
"2010-02-15";"Biodiesel B15";"1,0219 €"
"2010-02-16";"Biodiesel B15";"1,0219 €"
"2010-02-17";"Biodiesel B15";"1,0216 €"
"2010-02-18";"Biodiesel B15";"1,0216 €"
"2010-02-19";"Biodiesel B15";"1,0216 €"
"2010-02-20";"Biodiesel B15";"1,0223 €"
"2010-02-21";"Biodiesel B15";"1,0223 €"
"2010-02-22";"Biodiesel B15";"1,0238 €"
"2010-02-23";"Biodiesel B15";"1,0248 €"
"2010-02-24";"Biodiesel B15";"1,0248 €"
"2010-02-25";"Biodiesel B15";"1,0248 €"
"2010-02-26";"Biodiesel B15";"1,0255 €"
"2010-02-27";"Biodiesel B15";"1,0270 €"
"2010-02-28";"Biodiesel B15";"1,0270 €"
"2010-03-01";"Biodiesel B15";"1,0272 €"
"2010-03-02";"Biodiesel B15";"1,0284 €"
"2010-03-03";"Biodiesel B15";"1,0284 €"
"2010-03-04";"Biodiesel B15";"1,0486 €"
"2010-03-05";"Biodiesel B15";"1,0492 €"
"2010-03-06";"Biodiesel B15";"1,0492 €"
"2010-03-07";"Biodiesel B15";"1,0492 €"
"2010-03-08";"Biodiesel B15";"1,0492 €"
"2010-03-09";"Biodiesel B15";"1,0505 €"
"2010-03-10";"Biodiesel B15";"1,0505 €"
"2010-03-11";"Biodiesel B15";"1,0505 €"
"2010-03-12";"Biodiesel B15";"1,0582 €"
"2010-03-13";"Biodiesel B15";"1,0598 €"
"2010-03-14";"Biodiesel B15";"1,0598 €"
"2010-03-15";"Biodiesel B15";"1,0603 €"
"2010-03-16";"Biodiesel B15";"1,0689 €"
"2010-03-17";"Biodiesel B15";"1,0696 €"
"2010-03-18";"Biodiesel B15";"1,0696 €"
"2010-03-19";"Biodiesel B15";"1,0696 €"
"2010-03-20";"Biodiesel B15";"1,0696 €"
"2010-03-21";"Biodiesel B15";"1,0696 €"
"2010-03-22";"Biodiesel B15";"1,0696 €"
"2010-03-23";"Biodiesel B15";"1,0701 €"
"2010-03-24";"Biodiesel B15";"1,0701 €"
"2010-03-25";"Biodiesel B15";"1,0701 €"
"2010-03-26";"Biodiesel B15";"1,0701 €"
"2010-03-27";"Biodiesel B15";"1,0701 €"
"2010-03-28";"Biodiesel B15";"1,0701 €"
"2010-03-29";"Biodiesel B15";"1,0701 €"
"2010-03-30";"Biodiesel B15";"1,0798 €"
"2010-03-31";"Biodiesel B15";"1,0798 €"
"2010-04-01";"Biodiesel B15";"1,0798 €"
"2010-04-02";"Biodiesel B15";"1,0798 €"
"2010-04-03";"Biodiesel B15";"1,0820 €"
"2010-04-04";"Biodiesel B15";"1,0820 €"
"2010-04-05";"Biodiesel B15";"1,0820 €"
"2010-04-06";"Biodiesel B15";"1,0837 €"
"2010-04-07";"Biodiesel B15";"1,0837 €"
"2010-04-08";"Biodiesel B15";"1,0837 €"
"2010-04-09";"Biodiesel B15";"1,0953 €"
"2010-04-10";"Biodiesel B15";"1,0980 €"
"2010-04-11";"Biodiesel B15";"1,0980 €"
"2010-04-12";"Biodiesel B15";"1,0980 €"
"2010-04-13";"Biodiesel B15";"1,0986 €"
"2010-04-14";"Biodiesel B15";"1,1008 €"
"2010-04-15";"Biodiesel B15";"1,1008 €"
"2010-04-16";"Biodiesel B15";"1,1225 €"
"2010-04-17";"Biodiesel B15";"1,1225 €"
"2010-04-18";"Biodiesel B15";"1,1225 €"
"2010-04-19";"Biodiesel B15";"1,1225 €"
"2010-04-20";"Biodiesel B15";"1,1220 €"
"2010-04-21";"Biodiesel B15";"1,1220 €"
"2010-04-22";"Biodiesel B15";"1,1220 €"
"2010-04-23";"Biodiesel B15";"1,1220 €"
"2010-04-24";"Biodiesel B15";"1,1220 €"
"2010-04-25";"Biodiesel B15";"1,1220 €"
"2010-04-26";"Biodiesel B15";"1,1220 €"
"2010-04-27";"Biodiesel B15";"1,1220 €"
"2010-04-28";"Biodiesel B15";"1,1220 €"
"2010-04-29";"Biodiesel B15";"1,1220 €"
"2010-04-30";"Biodiesel B15";"1,1216 €"
"2010-05-01";"Biodiesel B15";"1,1216 €"
"2010-05-02";"Biodiesel B15";"1,1216 €"
"2010-05-03";"Biodiesel B15";"1,1216 €"
"2010-05-04";"Biodiesel B15";"1,1219 €"
"2010-05-05";"Biodiesel B15";"1,1219 €"
"2010-05-06";"Biodiesel B15";"1,1219 €"
"2010-05-07";"Biodiesel B15";"1,1219 €"
"2010-05-08";"Biodiesel B15";"1,1219 €"
"2010-05-09";"Biodiesel B15";"1,1219 €"
"2010-05-10";"Biodiesel B15";"1,1219 €"
"2010-05-11";"Biodiesel B15";"1,1219 €"
"2010-05-12";"Biodiesel B15";"1,1219 €"
"2010-05-13";"Biodiesel B15";"1,1219 €"
"2010-05-14";"Biodiesel B15";"1,1219 €"
"2010-05-15";"Biodiesel B15";"1,1219 €"
"2010-05-16";"Biodiesel B15";"1,1219 €"
"2010-05-17";"Biodiesel B15";"1,1219 €"
"2010-05-18";"Biodiesel B15";"1,1222 €"
"2010-05-19";"Biodiesel B15";"1,1222 €"
"2010-05-20";"Biodiesel B15";"1,1222 €"
"2010-05-21";"Biodiesel B15";"1,1222 €"
"2010-05-22";"Biodiesel B15";"1,1222 €"
"2010-05-23";"Biodiesel B15";"1,1222 €"
"2010-05-24";"Biodiesel B15";"1,1222 €"
"2010-05-25";"Biodiesel B15";"1,1206 €"
"2010-05-26";"Biodiesel B15";"1,1201 €"
"2010-05-27";"Biodiesel B15";"1,1035 €"
"2010-05-28";"Biodiesel B15";"1,1035 €"
"2010-05-29";"Biodiesel B15";"1,1035 €"
"2010-05-31";"Biodiesel B15";"1,1035 €"
"2010-06-01";"Biodiesel B15";"1,1035 €"
"2010-06-02";"Biodiesel B15";"1,1035 €"
"2010-06-03";"Biodiesel B15";"1,1035 €"
"2010-06-04";"Biodiesel B15";"1,1035 €"
"2010-06-05";"Biodiesel B15";"1,1058 €"
"2010-06-06";"Biodiesel B15";"1,1058 €"
"2010-06-07";"Biodiesel B15";"1,1058 €"
"2010-06-08";"Biodiesel B15";"1,1075 €"
"2010-06-09";"Biodiesel B15";"1,1075 €"
"2010-06-10";"Biodiesel B15";"1,1075 €"
"2010-06-11";"Biodiesel B15";"1,1075 €"
"2010-06-12";"Biodiesel B15";"1,1075 €"
"2010-06-13";"Biodiesel B15";"1,1075 €"
"2010-06-14";"Biodiesel B15";"1,1081 €"
"2010-06-15";"Biodiesel B15";"1,1081 €"
"2010-06-16";"Biodiesel B15";"1,1081 €"
"2010-06-17";"Biodiesel B15";"1,1313 €"
"2010-06-18";"Biodiesel B15";"1,1313 €"
"2010-06-19";"Biodiesel B15";"1,1313 €"
"2010-06-20";"Biodiesel B15";"1,1313 €"
"2010-06-21";"Biodiesel B15";"1,1313 €"
"2010-06-22";"Biodiesel B15";"1,1313 €"
"2010-06-23";"Biodiesel B15";"1,1321 €"
"2010-06-24";"Biodiesel B15";"1,1321 €"
"2010-06-25";"Biodiesel B15";"1,1321 €"
"2010-06-26";"Biodiesel B15";"1,1321 €"
"2010-06-27";"Biodiesel B15";"1,1321 €"
